Billing,Billing.Id,Billing.Cpf,Billing.Amount,Billing.ProcessedAt
Processing.Scheduled.Worker.Models.Billing,2b417d37-b373-43d3-aa05-fa3751198a68,88611666607,1798.000280674081387,""
Processing.Scheduled.Worker.Models.Billing,a9feb365-a2ea-4b0e-9d45-cccff504200c,81712597582,879.114578714182998,""
Processing.Scheduled.Worker.Models.Billing,7faf452d-a965-4262-a329-b9ff7f96844b,66944742020,1486.883245418724963,""
Processing.Scheduled.Worker.Models.Billing,eaaf9ec3-5bf1-4827-ab4b-002e3ad6f800,73066584682,1133.083252030462564,""
Processing.Scheduled.Worker.Models.Billing,a86317e7-e7ac-4c3f-aa55-22e9d7c18f69,66516245126,665.845025930481075,""
Processing.Scheduled.Worker.Models.Billing,4088e8b0-6d90-4ca7-a7ca-7b6168f19d44,13527411801,498.948194494447491,""
Processing.Scheduled.Worker.Models.Billing,a876c2a3-766a-4310-9800-9075f65a7636,17603880920,456.214092290129636,""
Processing.Scheduled.Worker.Models.Billing,2736fe8d-bbd3-4230-864f-70cd98c87f24,56745043181,1478.241303874757116,""
Processing.Scheduled.Worker.Models.Billing,8542bc8a-45bc-442b-8a7f-dd6791c233ec,81887533869,111.8340860269190424,""
Processing.Scheduled.Worker.Models.Billing,09801da3-36eb-4ee5-b37d-957345cdcca1,44617712020,469.450043556023551,""
Processing.Scheduled.Worker.Models.Billing,bd506d80-0703-4ac1-bd8d-a869fb7590a9,17103624135,1085.906024563083224,""
Processing.Scheduled.Worker.Models.Billing,0105266b-b2c8-46f1-b6e8-2ecb12b0c1d1,41535808721,49.6334944649754681,""
Processing.Scheduled.Worker.Models.Billing,1226c60a-439a-49ff-bed3-42045e15ba78,76194707437,90.8259561298535793,""
Processing.Scheduled.Worker.Models.Billing,c5eeb4d0-9db9-4be4-9d0d-c31e907e2e6c,51031566791,1587.164133076632713,""
Processing.Scheduled.Worker.Models.Billing,82145e8d-0402-4fb8-aff9-db32d0c9c809,23048261303,1624.525558165519483,""
Processing.Scheduled.Worker.Models.Billing,fa7e7730-643f-4aa4-8dc9-e9fcc866a0f8,84677230331,1258.674258323233876,""
Processing.Scheduled.Worker.Models.Billing,3f517227-030d-48aa-838f-5250b07c1e0d,14482571407,1048.069329998023348,""
Processing.Scheduled.Worker.Models.Billing,32de45ab-7f17-4733-8faa-caea3e23cd3a,70178708593,73.3387897165206384,""
Processing.Scheduled.Worker.Models.Billing,cfe9c135-af5b-427f-a4f3-843b9ecf935e,67942562239,1967.190225989180186,""
Processing.Scheduled.Worker.Models.Billing,a232ce1b-9a91-4345-b11f-0cae17949f46,57437719282,1342.056499888680767,""
Processing.Scheduled.Worker.Models.Billing,9a828624-a9c4-42b1-aa7c-769f5474399e,61691317560,485.561725527310447,""
Processing.Scheduled.Worker.Models.Billing,3cf0350b-01fb-4756-9b47-8f403e2638cc,80955999308,1241.86520907043677,""
Processing.Scheduled.Worker.Models.Billing,f138de3c-7ac0-43a1-827e-4671d749c4b9,46939153438,1641.191070213071464,""
Processing.Scheduled.Worker.Models.Billing,8735f5c3-368e-4f8e-8ede-2543a39fa85d,12716530602,1138.351981285191965,""
Processing.Scheduled.Worker.Models.Billing,29ff4038-5d27-4136-b75c-943662e4954b,53679212992,1549.601761113201065,""
Processing.Scheduled.Worker.Models.Billing,6c8d7e3f-630f-4a7d-9961-788144880123,76727730890,1924.64560343308661,""
Processing.Scheduled.Worker.Models.Billing,7ea05c94-00e6-4408-a771-68e0a4675e86,68281934409,1415.530672538341908,""
Processing.Scheduled.Worker.Models.Billing,5213d446-a9a6-466e-92d3-7a361425c1c1,53290968634,166.5375057391530492,""
Processing.Scheduled.Worker.Models.Billing,8d837ba0-1fce-4302-991b-40ce20442545,82570569798,750.543852897614117,""
Processing.Scheduled.Worker.Models.Billing,ac2660f3-c971-41e9-94f0-7452cc2d2b36,18561784474,1222.109255792624725,""
Processing.Scheduled.Worker.Models.Billing,48af3f52-9454-4997-bbac-b1664edd319f,36700685460,1082.688610726357424,""
Processing.Scheduled.Worker.Models.Billing,6c10031b-fd4b-442c-b86a-553e2c134069,71771321555,1886.725020042957966,""
Processing.Scheduled.Worker.Models.Billing,0ddc18b0-583d-4261-bf7a-e2e79bbfceda,83862573699,1005.071520684319943,""
Processing.Scheduled.Worker.Models.Billing,331b3571-1ea4-4add-81ec-1210a4d2142c,79958577992,1063.282712706962577,""
Processing.Scheduled.Worker.Models.Billing,db1fb3cd-ad2e-4e0f-ab06-6f42eed77fb7,44420849398,852.095988571223027,""
